"seqnames" "start" "end"
"4547" "chr20" 14012254 14013230
"4548" "chr20" 14462474 14463732
"4549" "chr20" 14680357 14680977
"4550" "chr20" 14780993 14781963
"4551" "chr20" 14789074 14789705
"4552" "chr20" 14810710 14811464
"4553" "chr20" 14940666 14941649
"4554" "chr20" 14967941 14969082
"4555" "chr20" 15131717 15132659
"4556" "chr20" 15160969 15161869
"4557" "chr20" 15164345 15164788
"4558" "chr20" 15552214 15553880
"4559" "chr20" 15565868 15566477
"4560" "chr20" 15921446 15922567
"4561" "chr20" 16155667 16156662
"4562" "chr20" 16170871 16171390
"4563" "chr20" 16173551 16174358
"4564" "chr20" 16452152 16453750
"4565" "chr20" 16547974 16549209
"4566" "chr20" 16639818 16640294
"4567" "chr20" 16742744 16743239
"4568" "chr20" 16848830 16849492
"4569" "chr20" 16881628 16882166
"4570" "chr20" 16906159 16906865
"4571" "chr20" 17739753 17741528
"4572" "chr20" 18209767 18211224
"4573" "chr20" 18313349 18313919
"4574" "chr20" 18382150 18382837
"4575" "chr20" 18535032 18536306
"4576" "chr20" 18551433 18551824
"4577" "chr20" 18702445 18703864
"4578" "chr20" 18735154 18736439
"4579" "chr20" 18740500 18741116
"4580" "chr20" 18794085 18795272
"4581" "chr20" 18913769 18915767
"4582" "chr20" 18992370 18992918
"4583" "chr20" 18993085 18994078
"4584" "chr20" 19212886 19214033
"4585" "chr20" 19365436 19366129
"4586" "chr20" 19421506 19422534
"4587" "chr20" 19510766 19511894
"4588" "chr20" 19532073 19532967
"4589" "chr20" 19562347 19563043
"4590" "chr20" 20269337 20270688
"4591" "chr20" 20311636 20313016
"4592" "chr20" 20354288 20355626
"4593" "chr20" 20609951 20611266
"4594" "chr20" 20637454 20638438
"4595" "chr20" 20672053 20673113
"4596" "chr20" 20726116 20726497
"4597" "chr20" 20730335 20732017
"4598" "chr20" 20821730 20822286
"4599" "chr20" 20901287 20902762
"4600" "chr20" 20931859 20932908
"4601" "chr20" 21268496 21269448
"4602" "chr20" 21390864 21392448
"4603" "chr20" 21994250 21995044
"4604" "chr20" 22192487 22193550
"4605" "chr20" 22198289 22199590
"4606" "chr20" 22680176 22681628
"4607" "chr20" 23025903 23026871
"4608" "chr20" 23083199 23084272
"4609" "chr20" 23173405 23174158
"4610" "chr20" 23226032 23226955
"4611" "chr20" 23253202 23253728
"4612" "chr20" 23254238 23254974
"4613" "chr20" 23314362 23315488
"4614" "chr20" 23471158 23472633
"4615" "chr20" 23742264 23743988
"4616" "chr20" 23854673 23855741
"4617" "chr20" 23945860 23946495
"4618" "chr20" 23946918 23947245
"4619" "chr20" 24121515 24123096
"4620" "chr20" 24182160 24183547
"4621" "chr20" 24961438 24963527
"4622" "chr20" 25435767 25436799
"4623" "chr20" 25444646 25445378
"4624" "chr20" 25485827 25486875
"4625" "chr20" 25630799 25631805
"4626" "chr20" 25644780 25646018
"4627" "chr20" 25708259 25709440
"4628" "chr20" 25711594 25712002
"4629" "chr20" 25878178 25879209
"4630" "chr20" 25903932 25904500
"4631" "chr20" 25911435 25912234
"4632" "chr20" 25934196 25934561
"4633" "chr20" 25935930 25936666
"4634" "chr20" 26002373 26003290
"4635" "chr20" 26047187 26048199
"4636" "chr20" 26391672 26392242
"4637" "chr20" 26623321 26624283
"4638" "chr20" 26821647 26822734
"4639" "chr20" 26904219 26905450
"4640" "chr20" 26939525 26940587
"4641" "chr20" 26947594 26948714
"4642" "chr20" 26986952 26988064
"4643" "chr20" 27020082 27020659
"4644" "chr20" 27087042 27087819
"4645" "chr20" 27092080 27092391
"4646" "chr20" 27092754 27093655
"4647" "chr20" 27189266 27190560
"4648" "chr20" 27240054 27241050
"4649" "chr20" 27330120 27331325
"4650" "chr20" 27380927 27381801
"4651" "chr20" 27393538 27394213
"4652" "chr20" 27712390 27713280
"4653" "chr20" 27863256 27865259
"4654" "chr20" 28244727 28246030
"4655" "chr20" 28266516 28267807
"4656" "chr20" 28351741 28352848
"4657" "chr20" 28360778 28362044
"4658" "chr20" 28404072 28404471
"4659" "chr20" 28406760 28408120
"4660" "chr20" 28433495 28434142
"4661" "chr20" 28641141 28642134
"4662" "chr20" 28767342 28768286
"4663" "chr20" 28800385 28801097
"4664" "chr20" 28803750 28804542
"4665" "chr20" 28841576 28842874
"4666" "chr20" 28884167 28884987
"4667" "chr20" 28930667 28932073
"4668" "chr20" 28935074 28935828
"4669" "chr20" 29209496 29210451
"4670" "chr20" 29217697 29218809
"4671" "chr20" 29231427 29231821
"4672" "chr20" 29505552 29506347
"4673" "chr20" 29532552 29533109
"4674" "chr20" 29565427 29566897
"4675" "chr20" 29587764 29588619
"4676" "chr20" 29633070 29633607
"4677" "chr20" 29683291 29684443
"4678" "chr20" 29690840 29691965
"4679" "chr20" 29743630 29744353
"4680" "chr20" 29786766 29787851
"4681" "chr20" 29863767 29864758
"4682" "chr20" 30033912 30035521
"4683" "chr20" 30376375 30377298
"4684" "chr20" 30378486 30379131
"4685" "chr20" 30445389 30446665
"4686" "chr20" 30578680 30579394
"4687" "chr20" 30702447 30703204
"4688" "chr20" 30725361 30726158
"4689" "chr20" 30900608 30901527
"4690" "chr20" 30930558 30931316
"4691" "chr20" 30937729 30938317
"4692" "chr20" 30938849 30939386
"4693" "chr20" 31067225 31067838
"4694" "chr20" 31075866 31076734
"4695" "chr20" 31217459 31217959
"4696" "chr20" 31497050 31497717
"4697" "chr20" 31743157 31744688
"4698" "chr20" 31904688 31906365
"4699" "chr20" 32112572 32112870
"4700" "chr20" 32118481 32119350
"4701" "chr20" 32152019 32152733
"4702" "chr20" 32223585 32225405
"4703" "chr20" 32332008 32332904
"4704" "chr20" 32405339 32405520
"4705" "chr20" 32405732 32406453
"4706" "chr20" 32446202 32446940
"4707" "chr20" 32478016 32478783
"4708" "chr20" 32501360 32502336
"4709" "chr20" 32523318 32524231
"4710" "chr20" 32756572 32758319
"4711" "chr20" 33174455 33175598
"4712" "chr20" 33294318 33294546
"4713" "chr20" 33486737 33488173
"4714" "chr20" 33496290 33497474
"4715" "chr20" 33789369 33790138
"4716" "chr20" 33864127 33864997
"4717" "chr20" 33981880 33982391
"4718" "chr20" 33994343 33995334
"4719" "chr20" 34028611 34029287
"4720" "chr20" 34069673 34070283
"4721" "chr20" 34151556 34152650
"4722" "chr20" 34326545 34327342
"4723" "chr20" 34387885 34388979
"4724" "chr20" 34453179 34453925
"4725" "chr20" 34537227 34538333
"4726" "chr20" 34596017 34596749
"4727" "chr20" 34669514 34670380
"4728" "chr20" 34754015 34754856
"4729" "chr20" 34769982 34770393
"4730" "chr20" 34800684 34801384
"4731" "chr20" 34912915 34914179
"4732" "chr20" 34984822 34985648
"4733" "chr20" 35011277 35012759
"4734" "chr20" 35058514 35059408
"4735" "chr20" 35085505 35087072
"4736" "chr20" 35255384 35256309
"4737" "chr20" 35382184 35382730
"4738" "chr20" 35433112 35433792
"4739" "chr20" 35470425 35471384
"4740" "chr20" 35840949 35842142
"4741" "chr20" 35857255 35858265
"4742" "chr20" 36233728 36235444
"4743" "chr20" 36416016 36417365
"4744" "chr20" 36616559 36617463
"4745" "chr20" 36623124 36624061
"4746" "chr20" 36671121 36671861
"4747" "chr20" 36681498 36682884
"4748" "chr20" 36799694 36800163
"4749" "chr20" 36812150 36812421
"4750" "chr20" 36820600 36821901
"4751" "chr20" 36916541 36917860
"4752" "chr20" 37300632 37301526
"4753" "chr20" 37627722 37629290
"4754" "chr20" 37661299 37662364
"4755" "chr20" 37759922 37761088
"4756" "chr20" 37794154 37795086
"4757" "chr20" 37843433 37844691
"4758" "chr20" 37865942 37867063
"4759" "chr20" 37933067 37933399
"4760" "chr20" 38032157 38032775
"4761" "chr20" 38201084 38202452
"4762" "chr20" 38322336 38323092
"4763" "chr20" 38448981 38449969
"4764" "chr20" 38457517 38458718
"4765" "chr20" 38525255 38526133
"4766" "chr20" 38543183 38543658
"4767" "chr20" 38620500 38621123
"4768" "chr20" 38786260 38787650
"4769" "chr20" 38827043 38828060
"4770" "chr20" 38836910 38837697
"4771" "chr20" 38910215 38910691
"4772" "chr20" 39102253 39103813
"4773" "chr20" 39187614 39188855
"4774" "chr20" 39222716 39223855
"4775" "chr20" 39273187 39274462
"4776" "chr20" 39581918 39582928
"4777" "chr20" 39685400 39686203
"4778" "chr20" 39788188 39789404
"4779" "chr20" 40118967 40120046
"4780" "chr20" 40318985 40320246
"4781" "chr20" 40450456 40451307
"4782" "chr20" 40457471 40458106
"4783" "chr20" 40486881 40487429
"4784" "chr20" 40765961 40767027
"4785" "chr20" 41020832 41022308
"4786" "chr20" 41549119 41550064
"4787" "chr20" 41859135 41859995
"4788" "chr20" 42202963 42203663
"4789" "chr20" 42240944 42241722
"4790" "chr20" 42246842 42247551
"4791" "chr20" 42378458 42379057
"4792" "chr20" 42564896 42565651
"4793" "chr20" 43078831 43079568
"4794" "chr20" 43344560 43346185
"4795" "chr20" 43648207 43648800
"4796" "chr20" 43690915 43691817
"4797" "chr20" 43750280 43750947
"4798" "chr20" 43785825 43786600
"4799" "chr20" 43916725 43917952
"4800" "chr20" 44460181 44461198
"4801" "chr20" 44495438 44496307
"4802" "chr20" 44576395 44577663
"4803" "chr20" 44582210 44583017
"4804" "chr20" 45423600 45425201
"4805" "chr20" 45619996 45620513
"4806" "chr20" 45660319 45661432
"4807" "chr20" 45709332 45710163
"4808" "chr20" 45741410 45742178
"4809" "chr20" 45771845 45772356
"4810" "chr20" 46311036 46312251
"4811" "chr20" 46533708 46534323
"4812" "chr20" 46541137 46542557
"4813" "chr20" 46554180 46554821
"4814" "chr20" 46586191 46587408
"4815" "chr20" 46698946 46700378
"4816" "chr20" 46740812 46741578
"4817" "chr20" 46866135 46867023
"4818" "chr20" 47347335 47348386
"4819" "chr20" 47421761 47422866
"4820" "chr20" 47434257 47435582
"4821" "chr20" 47490064 47492089
"4822" "chr20" 47952717 47953330
"4823" "chr20" 48407856 48408369
"4824" "chr20" 48413660 48414545
"4825" "chr20" 48469838 48470715
"4826" "chr20" 48484018 48486129
"4827" "chr20" 48603724 48604830
"4828" "chr20" 48898224 48898630
"4829" "chr20" 49081649 49082992
"4830" "chr20" 49116837 49117877
"4831" "chr20" 50014609 50015127
"4832" "chr20" 50015311 50015938
"4833" "chr20" 50115095 50116117
"4834" "chr20" 50852217 50853742
"4835" "chr20" 51061230 51062006
"4836" "chr20" 51099732 51101082
"4837" "chr20" 51104139 51104840
"4838" "chr20" 51186107 51186971
"4839" "chr20" 51266810 51267566
"4840" "chr20" 51385614 51386753
"4841" "chr20" 51655986 51657077
"4842" "chr20" 51727597 51727924
"4843" "chr20" 51730363 51731335
"4844" "chr20" 51813302 51814436
"4845" "chr20" 51830970 51831865
"4846" "chr20" 51945040 51946052
"4847" "chr20" 52270689 52271692
"4848" "chr20" 52313258 52314474
"4849" "chr20" 52338533 52339263
"4850" "chr20" 52458550 52459132
"4851" "chr20" 52528914 52529454
"4852" "chr20" 52545678 52546801
"4853" "chr20" 52773750 52775145
"4854" "chr20" 52845978 52846734
"4855" "chr20" 52927810 52928675
"4856" "chr20" 52938864 52939864
"4857" "chr20" 53176127 53177414
"4858" "chr20" 53365160 53366507
"4859" "chr20" 53368369 53368905
"4860" "chr20" 53624259 53624856
"4861" "chr20" 53627789 53629084
"4862" "chr20" 53949015 53950014
"4863" "chr20" 53962893 53963888
"4864" "chr20" 53980704 53981881
"4865" "chr20" 54037056 54037848
"4866" "chr20" 54074085 54075261
"4867" "chr20" 54079179 54079746
"4868" "chr20" 54197715 54199000
"4869" "chr20" 54244712 54245951
"4870" "chr20" 54259188 54260232
"4871" "chr20" 54333846 54334945
"4872" "chr20" 54349166 54350223
"4873" "chr20" 54434303 54435546
"4874" "chr20" 54666022 54666763
"4875" "chr21" 36605 37919
"4876" "chr21" 76409 77309
"4877" "chr21" 169952 170834
"4878" "chr21" 225468 226439
"4879" "chr21" 232840 233772
"4880" "chr21" 244115 245298
"4881" "chr21" 249348 251027
"4882" "chr21" 382316 383050
"4883" "chr21" 434832 436008
"4884" "chr21" 588616 589141
"4885" "chr21" 723836 724807
"4886" "chr21" 928593 929594
"4887" "chr21" 944205 945107
"4888" "chr21" 974126 974735
"4889" "chr21" 1142423 1143356
"4890" "chr21" 1586173 1586755
"4891" "chr21" 1644349 1644777
"4892" "chr21" 1647663 1648558
"4893" "chr21" 1741036 1742617
"4894" "chr21" 1798578 1799398
"4895" "chr21" 2172003 2173402
"4896" "chr21" 2232200 2232763
"4897" "chr21" 2237896 2238735
"4898" "chr21" 2272895 2273441
"4899" "chr21" 2332912 2333641
"4900" "chr21" 2360397 2361108
"4901" "chr21" 2375483 2376476
"4902" "chr21" 2955097 2955465
"4903" "chr21" 3166096 3167579
"4904" "chr21" 3451857 3453654
"4905" "chr21" 3613013 3613802
"4906" "chr21" 3770160 3770727
"4907" "chr21" 3775446 3775840
"4908" "chr21" 3778431 3778799
"4909" "chr21" 3796178 3797087
"4910" "chr21" 3854238 3854847
"4911" "chr21" 3897353 3898270
"4912" "chr21" 3928782 3929344
"4913" "chr21" 4116273 4117127
"4914" "chr21" 4244251 4245232
"4915" "chr21" 4250281 4250789
"4916" "chr21" 4256087 4256746
"4917" "chr21" 4539490 4540502
"4918" "chr21" 4695156 4695917
"4919" "chr21" 4763430 4764352
"4920" "chr21" 4848645 4849556
"4921" "chr21" 5005807 5007559
"4922" "chr21" 5065708 5066634
"4923" "chr21" 5080475 5081713
"4924" "chr21" 5168843 5169366
"4925" "chr21" 5209319 5210886
"4926" "chr21" 5392685 5393209
"4927" "chr21" 5589803 5590601
"4928" "chr21" 5635148 5636129
"4929" "chr21" 5798691 5799475
"4930" "chr21" 5799862 5800376
"4931" "chr21" 5880456 5881204
"4932" "chr21" 5882204 5882825
"4933" "chr21" 5888447 5889063
"4934" "chr21" 5957703 5958495
"4935" "chr21" 5960334 5960938
"4936" "chr21" 6114022 6114855
"4937" "chr21" 6136932 6137726
"4938" "chr21" 6212450 6213216
"4939" "chr21" 6751278 6752034
"4940" "chr21" 6780142 6780931
"4941" "chr21" 7131698 7132463
"4942" "chr21" 7177975 7178925
"4943" "chr21" 7188740 7189326
"4944" "chr21" 7298486 7298859
"4945" "chr21" 7544965 7545599
"4946" "chr21" 7605535 7606307
"4947" "chr21" 7691070 7692280
"4948" "chr21" 8341525 8342505
"4949" "chr21" 8426321 8427645
"4950" "chr21" 9561635 9562699
"4951" "chr21" 9575843 9576996
"4952" "chr21" 9782090 9782676
"4953" "chr21" 9990978 9991936
"4954" "chr21" 10445277 10446895
"4955" "chr21" 10701809 10702425
"4956" "chr21" 11054453 11055363
"4957" "chr21" 11366681 11367717
"4958" "chr21" 11415117 11416571
"4959" "chr21" 11468182 11469318
"4960" "chr21" 11520634 11521805
"4961" "chr21" 11632274 11633366
"4962" "chr21" 11646466 11647131
"4963" "chr21" 11684224 11685341
"4964" "chr21" 11749032 11750637
"4965" "chr21" 11834806 11835293
"4966" "chr21" 11855511 11856251
"4967" "chr21" 11865684 11866732
"4968" "chr21" 11885200 11886218
"4969" "chr21" 11916456 11917618
"4970" "chr21" 11969255 11970430
"4971" "chr21" 12035851 12036699
"4972" "chr21" 12271771 12273404
"4973" "chr21" 13054622 13055320
"4974" "chr21" 13122283 13123224
"4975" "chr21" 13127736 13128530
"4976" "chr21" 13150775 13151395
"4977" "chr21" 13224751 13225807
"4978" "chr21" 13229938 13231042
"4979" "chr21" 13327228 13328027
"4980" "chr21" 13387954 13388405
"4981" "chr21" 13535318 13536150
"4982" "chr21" 13661775 13662489
"4983" "chr21" 13750934 13751822
"4984" "chr21" 13784715 13785385
"4985" "chr21" 13785873 13786348
"4986" "chr21" 13861370 13862529
"4987" "chr21" 13972103 13973250
"4988" "chr21" 14175089 14175898
"4989" "chr21" 14691446 14692337
"4990" "chr21" 14762247 14763148
"4991" "chr21" 14815522 14816074
"4992" "chr21" 14831772 14832934
"4993" "chr21" 14877244 14878493
"4994" "chr21" 15045113 15046705
"4995" "chr21" 15281758 15282733
"4996" "chr21" 15704508 15705168
"4997" "chr21" 15708952 15709758
"4998" "chr21" 15733373 15734538
"4999" "chr21" 15756195 15757727
"5000" "chr21" 16087046 16087966
"5001" "chr21" 16101817 16103268
"5002" "chr21" 16218791 16219603
"5003" "chr21" 16632196 16633604
"5004" "chr21" 17005523 17006207
"5005" "chr21" 17016077 17016832
"5006" "chr21" 17023385 17024252
"5007" "chr21" 17037308 17038236
"5008" "chr21" 17050817 17051855
"5009" "chr21" 17109491 17110382
"5010" "chr21" 17301438 17302433
"5011" "chr21" 17424241 17424837
"5012" "chr21" 17481925 17483418
"5013" "chr21" 17768016 17768427
"5014" "chr21" 18262622 18263462
"5015" "chr21" 18274771 18275403
"5016" "chr21" 18275836 18276462
"5017" "chr21" 18312987 18313731
"5018" "chr21" 18907031 18907437
"5019" "chr21" 18945921 18946667
"5020" "chr21" 18949791 18950975
"5021" "chr21" 19007901 19008434
"5022" "chr21" 19017299 19018657
"5023" "chr21" 19061605 19062686
"5024" "chr21" 19418508 19419415
"5025" "chr21" 19547745 19549628
"5026" "chr21" 19827594 19828725
"5027" "chr21" 19915435 19916348
"5028" "chr21" 20380492 20381687
"5029" "chr21" 20386742 20387263
"5030" "chr21" 20548336 20549685
"5031" "chr21" 20714856 20715498
"5032" "chr21" 20764592 20765951
"5033" "chr21" 20944793 20945698
"5034" "chr21" 21146956 21148590
"5035" "chr21" 21177995 21178804
"5036" "chr21" 21195165 21196093
"5037" "chr21" 21263786 21264721
"5038" "chr21" 21278821 21279863
"5039" "chr21" 21339000 21339588
"5040" "chr21" 21372552 21373943
"5041" "chr21" 21513492 21514196
"5042" "chr21" 21527332 21528266
"5043" "chr21" 21611597 21612512
"5044" "chr21" 21743610 21743930
"5045" "chr21" 21791193 21791768
"5046" "chr21" 22114382 22115290
"5047" "chr21" 22329685 22331016
"5048" "chr21" 22398669 22399244
"5049" "chr21" 22400834 22401768
"5050" "chr21" 22630151 22631028
"5051" "chr21" 22696926 22697663
"5052" "chr21" 23016807 23017702
"5053" "chr21" 23034544 23035142
"5054" "chr21" 23306527 23308133
"5055" "chr21" 23745600 23747252
"5056" "chr21" 23952911 23955183
"5057" "chr21" 24535216 24536538
"5058" "chr21" 24631560 24633073
"5059" "chr21" 24865129 24866040
"5060" "chr21" 24984709 24985973
"5061" "chr21" 25054195 25054808
"5062" "chr21" 25070987 25072239
"5063" "chr21" 25092065 25092724
"5064" "chr21" 25180949 25182309
"5065" "chr21" 25394322 25395563
"5066" "chr21" 25415503 25416519
"5067" "chr21" 25521795 25523240
"5068" "chr21" 25564985 25565540
"5069" "chr21" 25572745 25573633
"5070" "chr21" 25612788 25613555
"5071" "chr21" 25622737 25623546
"5072" "chr21" 25687909 25688920
"5073" "chr21" 25722524 25722911
"5074" "chr21" 25773983 25774692
"5075" "chr21" 25801074 25801982
"5076" "chr21" 25935533 25936701
"5077" "chr21" 26027928 26028388
"5078" "chr21" 26028863 26029389
"5079" "chr21" 26071542 26072341
"5080" "chr21" 26389287 26389731
"5081" "chr21" 26405864 26406643
"5082" "chr21" 26482168 26483837
"5083" "chr21" 26522290 26523450
"5084" "chr21" 26538848 26539746
"5085" "chr21" 26606170 26607657
"5086" "chr21" 26612776 26614526
"5087" "chr21" 26656963 26658032
"5088" "chr21" 26677223 26677986
"5089" "chr21" 26691522 26692256
"5090" "chr21" 26697069 26697738
"5091" "chr21" 26714818 26715460
"5092" "chr21" 26726326 26727754
"5093" "chr21" 26733073 26734191
"5094" "chr21" 26918145 26919402
"5095" "chr21" 26990691 26991982
"5096" "chr21" 27010187 27010957
"5097" "chr21" 27185885 27186379
"5098" "chr21" 27188350 27189347
"5099" "chr21" 27194898 27195920
"5100" "chr21" 27200907 27202122
"5101" "chr21" 27273045 27273830
"5102" "chr21" 27278038 27278504
"5103" "chr21" 27302429 27303267
"5104" "chr21" 27340234 27341450
"5105" "chr21" 27370232 27371736
"5106" "chr21" 27513858 27514387
"5107" "chr21" 27880830 27882268
"5108" "chr21" 28340442 28341513
"5109" "chr21" 28495933 28496733
"5110" "chr21" 28723918 28724643
"5111" "chr21" 28727892 28729102
"5112" "chr21" 28746617 28747490
"5113" "chr21" 28918770 28920621
"5114" "chr21" 28958037 28959438
"5115" "chr21" 30007466 30007958
"5116" "chr21" 30031066 30032411
"5117" "chr21" 30081979 30082563
"5118" "chr21" 30159802 30161077
"5119" "chr21" 30180862 30182004
"5120" "chr21" 30194796 30195458
"5121" "chr21" 30253319 30254349
"5122" "chr21" 30283150 30284920
"5123" "chr21" 30408138 30408858
"5124" "chr21" 30414700 30415994
"5125" "chr21" 30467661 30468013
"5126" "chr21" 30470532 30471520
"5127" "chr21" 30501799 30503024
"5128" "chr21" 30544644 30545359
"5129" "chr21" 30562228 30563807
"5130" "chr21" 30662210 30662796
"5131" "chr21" 30786842 30787839
"5132" "chr21" 30993787 30994648
"5133" "chr21" 31012983 31014069
"5134" "chr21" 31150643 31151916
"5135" "chr21" 31240509 31241374
"5136" "chr21" 31251859 31252386
"5137" "chr21" 31252696 31253596
"5138" "chr21" 31434198 31435401
"5139" "chr21" 32035870 32036991
"5140" "chr21" 32081208 32081654
"5141" "chr21" 32300302 32301170
"5142" "chr21" 32338769 32339727
"5143" "chr21" 32373819 32374882
"5144" "chr21" 32466963 32467949
"5145" "chr21" 32684391 32684795
"5146" "chr21" 32780754 32781805
"5147" "chr21" 33229322 33230851
"5148" "chr21" 33249312 33250361
"5149" "chr21" 33453635 33454582
"5150" "chr21" 33477832 33478193
"5151" "chr21" 34032232 34032790
"5152" "chr21" 34033519 34034307
"5153" "chr21" 34087933 34088835
"5154" "chr21" 34657634 34658459
"5155" "chr21" 34686331 34687431
"5156" "chr21" 35215611 35216673
"5157" "chr21" 35327227 35327675
"5158" "chr21" 36395733 36397030
"5159" "chr21" 36453168 36453518
"5160" "chr21" 36570745 36571817
"5161" "chr21" 36581278 36581978
"5162" "chr21" 36623165 36624298
"5163" "chr21" 36774359 36775194
"5164" "chr21" 36971158 36972590
"5165" "chr21" 37026242 37028064
"5166" "chr21" 37090752 37091663
"5167" "chr21" 37411451 37412146
"5168" "chr21" 37434942 37435954
"5169" "chr21" 37436717 37437168
"5170" "chr21" 37649583 37650361
"5171" "chr21" 37732803 37734094
"5172" "chr21" 37889792 37891711
"5173" "chr21" 38033196 38034291
"5174" "chr21" 38618429 38619414
"5175" "chr21" 38716863 38718538
"5176" "chr21" 38730284 38730834
"5177" "chr21" 38732917 38733408
"5178" "chr21" 38744157 38745687
"5179" "chr21" 38855424 38855896
"5180" "chr21" 39057955 39058682
"5181" "chr21" 39176583 39177860
"5182" "chr21" 39336135 39336927
"5183" "chr21" 39423698 39424703
"5184" "chr21" 39462038 39463744
"5185" "chr21" 39566021 39567113
"5186" "chr21" 39577074 39578048
"5187" "chr21" 39604004 39604994
"5188" "chr21" 39639881 39640175
"5189" "chr21" 39705210 39706471
"5190" "chr21" 40398576 40398935
"5191" "chr21" 40416977 40417786
"5192" "chr21" 40483599 40484424
"5193" "chr21" 40579119 40579966
"5194" "chr21" 40685418 40686642
"5195" "chr21" 40717041 40718055
"5196" "chr21" 40782230 40783110
"5197" "chr21" 40937641 40938703
"5198" "chr21" 41304982 41306073
"5199" "chr21" 41368320 41369699
"5200" "chr21" 41468758 41469623
"5201" "chr21" 41587528 41588177
"5202" "chr21" 41624069 41625105
"5203" "chr21" 41649199 41650024
"5204" "chr21" 41697226 41698389
"5205" "chr21" 41817599 41818633
"5206" "chr21" 41837823 41838783
"5207" "chr21" 41839351 41839774
"5208" "chr21" 41840779 41841351
"5209" "chr21" 42006940 42007626
"5210" "chr21" 42098764 42101024
"5211" "chr21" 42202222 42202870
"5212" "chr21" 42225918 42228236
"5213" "chr21" 42717039 42717850
"5214" "chr21" 43014382 43015542
"5215" "chr21" 43078581 43079339
"5216" "chr21" 43131382 43132416
"5217" "chr21" 43170407 43171394
"5218" "chr21" 43178524 43179804
"5219" "chr21" 43198292 43199518
"5220" "chr21" 43328454 43329186
"5221" "chr21" 43397606 43398465
"5222" "chr21" 43473263 43474333
"5223" "chr21" 43484816 43486058
"5224" "chr21" 43526654 43527737
"5225" "chr21" 43549284 43550772
"5226" "chr21" 43558667 43559635
"5227" "chr21" 43605753 43606642
"5228" "chr21" 43669424 43670328
"5229" "chr21" 43701530 43702317
"5230" "chr21" 43801127 43801651
"5231" "chr21" 43952333 43953747
"5232" "chr21" 44008621 44009479
"5233" "chr21" 44013177 44013897
"5234" "chr21" 44555765 44556343
"5235" "chr21" 44556514 44557422
"5236" "chr21" 44564624 44565638
"5237" "chr21" 44580965 44582133
"5238" "chr21" 44684107 44684721
"5239" "chr21" 44731198 44732855
"5240" "chr21" 44772510 44773743
"5241" "chr21" 44857156 44857764
"5242" "chr21" 45086010 45087270
"5243" "chr21" 45187721 45188311
"5244" "chr21" 45209420 45210194
"5245" "chr21" 45267904 45268954
"5246" "chr21" 45348802 45349599
"5247" "chr21" 45363253 45364018
"5248" "chr21" 45366177 45367138
"5249" "chr21" 45381719 45382238
"5250" "chr21" 45385406 45386584
"5251" "chr21" 45510185 45510913
"5252" "chr21" 45518714 45519538
"5253" "chr21" 45612817 45613823
"5254" "chr21" 45626092 45627050
"5255" "chr21" 45684565 45685122
"5256" "chr21" 45685475 45686353
"5257" "chr21" 45711828 45712956
"5258" "chr21" 45717052 45718303
"5259" "chr21" 45733039 45734592
"5260" "chr21" 45758366 45758924
"5261" "chr21" 45840124 45840496
"5262" "chr21" 45871029 45872468
"5263" "chr21" 45890588 45891313
"5264" "chr21" 45904591 45906028
"5265" "chr22" 6814 7475
"5266" "chr22" 10426 11762
"5267" "chr22" 79490 81120
"5268" "chr22" 94216 95033
"5269" "chr22" 104309 105805
"5270" "chr22" 154712 155988
"5271" "chr22" 335185 336457
"5272" "chr22" 346725 347523
"5273" "chr22" 366377 367752
"5274" "chr22" 371962 372666
"5275" "chr22" 396370 397185
"5276" "chr22" 412907 414036
"5277" "chr22" 506055 507632
"5278" "chr22" 508203 508327
"5279" "chr22" 557520 558507
"5280" "chr22" 599269 600603
"5281" "chr22" 607662 608201
"5282" "chr22" 620936 622548
"5283" "chr22" 696742 697546
"5284" "chr22" 717966 718786
"5285" "chr22" 737025 737843
"5286" "chr22" 785823 786917
"5287" "chr22" 817159 817705
"5288" "chr22" 833811 834528
"5289" "chr22" 865945 866312
"5290" "chr22" 880966 881886
"5291" "chr22" 997206 998220
"5292" "chr22" 1236021 1237111
"5293" "chr22" 1244837 1245497
"5294" "chr22" 1276148 1277081
"5295" "chr22" 1291505 1292734
"5296" "chr22" 1312848 1313532
"5297" "chr22" 1421115 1421691
"5298" "chr22" 1779327 1780132
"5299" "chr22" 1785303 1786728
"5300" "chr22" 1853654 1854452
"5301" "chr22" 1930202 1931402
"5302" "chr22" 2283241 2283773
"5303" "chr22" 2357279 2357452
"5304" "chr22" 2510800 2511132
"5305" "chr22" 2548783 2549145
"5306" "chr22" 2751687 2752633
"5307" "chr22" 2844538 2845434
"5308" "chr22" 2859848 2860316
"5309" "chr22" 2928688 2929583
"5310" "chr22" 2958073 2959491
"5311" "chr22" 3151863 3152487
"5312" "chr22" 3153767 3154489
"5313" "chr22" 3182093 3182893
"5314" "chr22" 3184485 3185009
"5315" "chr22" 3298757 3299596
"5316" "chr22" 4407170 4408365
"5317" "chr22" 4442400 4442684
"5318" "chr22" 4447321 4447857
"5319" "chr22" 4707256 4708323
"5320" "chr22" 4759490 4760633
"5321" "chr22" 4768343 4769748
"5322" "chr22" 4989620 4990083
"5323" "chr22" 5099389 5099993
"5324" "chr22" 5106429 5107431
"5325" "chr22" 5118207 5119095
"5326" "chr22" 5135043 5135439
"5327" "chr22" 5171134 5171606
